Class_81,Class_71,Class_82,Class_95,Class_41,Class_52,Class_31,Class_42,Class_21,Class_43,Class_11,Class_22,Class_sum,Class_23,Class_24,Class_90,system:index,COUNT,ST
18708.0,1974.62,105346.55,772.64,9075.11,23.31,78.65,73.95,3334.3,914.25,1453.47,1622.21,145744.64,456.51,159.46,1751.61,0,99,IA
