Class_81,Class_71,Class_82,Class_95,Class_41,Class_52,Class_31,Class_42,Class_21,Class_43,Class_11,Class_22,Class_sum,Class_23,Class_24,Class_90,system:index,COUNT,ST
17870.32,1935.72,106094.53,891.91,9086.82,25.41,105.75,75.22,3327.72,928.54,1321.63,1660.97,145744.64,492.98,167.58,1759.54,0,99,IA
